"""load_test_call_10"" <>","","echo","ari-context","Local/echo@ari-context-0000000a;2","","Stasis","ari-app","2025-08-30 00:01:54","2025-08-30 00:01:54","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512114.22","",21
"""load_test_call_20"" <>","","echo","ari-context","Local/echo@ari-context-00000014;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.61","",40
"""load_test_call_20"" <>","","echo","ari-context","Local/echo@ari-context-00000014;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.62","",41
"""load_test_call_21"" <>","","echo","ari-context","Local/echo@ari-context-00000016;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.64","",43
"""load_test_call_21"" <>","","echo","ari-context","Local/echo@ari-context-00000016;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.66","",45
"""load_test_call_19"" <>","","echo","ari-context","Local/echo@ari-context-00000013;1","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.57","",38
"""load_test_call_19"" <>","","echo","ari-context","Local/echo@ari-context-00000013;2","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.58","",39
"""load_test_call_23"" <>","","echo","ari-context","Local/echo@ari-context-00000015;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.63","",42
"""load_test_call_15"" <>","","echo","ari-context","Local/echo@ari-context-0000000f;1","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.41","",30
"""load_test_call_16"" <>","","echo","ari-context","Local/echo@ari-context-00000010;1","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.45","",32
"""load_test_call_15"" <>","","echo","ari-context","Local/echo@ari-context-0000000f;2","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.42","",31
"""load_test_call_16"" <>","","echo","ari-context","Local/echo@ari-context-00000010;2","","Stasis","ari-app","2025-08-30 00:01:55","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512115.46","",33
"""load_test_call_23"" <>","","echo","ari-context","Local/echo@ari-context-00000015;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.65","",44
"""load_test_call_27"" <>","","echo","ari-context","Local/echo@ari-context-00000019;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.73","",50
"""load_test_call_25"" <>","","echo","ari-context","Local/echo@ari-context-00000017;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.69","",46
"""load_test_call_27"" <>","","echo","ari-context","Local/echo@ari-context-00000019;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.74","",51
"""load_test_call_24"" <>","","echo","ari-context","Local/echo@ari-context-00000018;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.71","",48
"""load_test_call_24"" <>","","echo","ari-context","Local/echo@ari-context-00000018;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.72","",49
"""load_test_call_13"" <>","","echo","ari-context","Local/echo@ari-context-0000000d;1","","Stasis","ari-app","2025-08-30 00:01:54","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512114.33","",26
"""load_test_call_26"" <>","","echo","ari-context","Local/echo@ari-context-0000001a;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.75","",52
"""load_test_call_13"" <>","","echo","ari-context","Local/echo@ari-context-0000000d;2","","Stasis","ari-app","2025-08-30 00:01:54","2025-08-30 00:01:55","2025-08-30 00:02:24","29","29","ANSWERED","DOCUMENTATION","","1756512114.34","",27
"""load_test_call_26"" <>","","echo","ari-context","Local/echo@ari-context-0000001a;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.77","",53
"""load_test_call_25"" <>","","echo","ari-context","Local/echo@ari-context-00000017;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.70","",47
"""load_test_call_22"" <>","","echo","ari-context","Local/echo@ari-context-0000001b;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.76","",54
"""load_test_call_22"" <>","","echo","ari-context","Local/echo@ari-context-0000001b;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.78","",55
"""load_test_call_34"" <>","","echo","ari-context","Local/echo@ari-context-0000001f;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.87","",62
"""load_test_call_34"" <>","","echo","ari-context","Local/echo@ari-context-0000001f;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.88","",63
"""load_test_call_31"" <>","","echo","ari-context","Local/echo@ari-context-0000001d;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.83","",58
"""load_test_call_31"" <>","","echo","ari-context","Local/echo@ari-context-0000001d;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.84","",59
"""load_test_call_33"" <>","","echo","ari-context","Local/echo@ari-context-00000020;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.89","",64
"""load_test_call_33"" <>","","echo","ari-context","Local/echo@ari-context-00000020;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.90","",65
"""load_test_call_37"" <>","","echo","ari-context","Local/echo@ari-context-00000024;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.97","",72
"""load_test_call_37"" <>","","echo","ari-context","Local/echo@ari-context-00000024;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.99","",74
"""load_test_call_32"" <>","","echo","ari-context","Local/echo@ari-context-0000001e;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.85","",60
"""load_test_call_28"" <>","","echo","ari-context","Local/echo@ari-context-0000001c;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.79","",56
"""load_test_call_32"" <>","","echo","ari-context","Local/echo@ari-context-0000001e;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.86","",61
"""load_test_call_28"" <>","","echo","ari-context","Local/echo@ari-context-0000001c;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.80","",57
"""load_test_call_39"" <>","","echo","ari-context","Local/echo@ari-context-00000027;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.106","",78
"""load_test_call_39"" <>","","echo","ari-context","Local/echo@ari-context-00000027;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.107","",79
"""load_test_call_35"" <>","","echo","ari-context","Local/echo@ari-context-00000022;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.92","",67
"""load_test_call_35"" <>","","echo","ari-context","Local/echo@ari-context-00000022;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.94","",68
"""load_test_call_30"" <>","","echo","ari-context","Local/echo@ari-context-00000021;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.91","",66
"""load_test_call_30"" <>","","echo","ari-context","Local/echo@ari-context-00000021;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.93","",69
"""load_test_call_38"" <>","","echo","ari-context","Local/echo@ari-context-00000026;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.104","",76
"""load_test_call_36"" <>","","echo","ari-context","Local/echo@ari-context-00000023;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.96","",71
"""load_test_call_36"" <>","","echo","ari-context","Local/echo@ari-context-00000023;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.95","",70
"""load_test_call_29"" <>","","echo","ari-context","Local/echo@ari-context-00000025;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.98","",73
"""load_test_call_29"" <>","","echo","ari-context","Local/echo@ari-context-00000025;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.100","",75
"""load_test_call_45"" <>","","echo","ari-context","Local/echo@ari-context-0000002f;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.122","",94
"""load_test_call_45"" <>","","echo","ari-context","Local/echo@ari-context-0000002f;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.124","",95
"""load_test_call_41"" <>","","echo","ari-context","Local/echo@ari-context-00000029;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.111","",82
"""load_test_call_40"" <>","","echo","ari-context","Local/echo@ari-context-0000002d;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.119","",90
"""load_test_call_42"" <>","","echo","ari-context","Local/echo@ari-context-00000028;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.109","",80
"""load_test_call_40"" <>","","echo","ari-context","Local/echo@ari-context-0000002d;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.120","",91
"""load_test_call_41"" <>","","echo","ari-context","Local/echo@ari-context-00000029;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.112","",83
"""load_test_call_42"" <>","","echo","ari-context","Local/echo@ari-context-00000028;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.110","",81
"""load_test_call_46"" <>","","echo","ari-context","Local/echo@ari-context-0000002e;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.121","",92
"""load_test_call_46"" <>","","echo","ari-context","Local/echo@ari-context-0000002e;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.123","",93
"""load_test_call_44"" <>","","echo","ari-context","Local/echo@ari-context-0000002a;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.113","",84
"""load_test_call_44"" <>","","echo","ari-context","Local/echo@ari-context-0000002a;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.114","",85
"""load_test_call_51"" <>","","echo","ari-context","Local/echo@ari-context-00000033;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.131","",98
"""load_test_call_51"" <>","","echo","ari-context","Local/echo@ari-context-00000033;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.132","",99
"""load_test_call_49"" <>","","echo","ari-context","Local/echo@ari-context-00000031;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.126","",96
"""load_test_call_43"" <>","","echo","ari-context","Local/echo@ari-context-0000002b;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.115","",86
"""load_test_call_47"" <>","","echo","ari-context","Local/echo@ari-context-0000002c;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.117","",88
"""load_test_call_47"" <>","","echo","ari-context","Local/echo@ari-context-0000002c;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.118","",89
"""load_test_call_49"" <>","","echo","ari-context","Local/echo@ari-context-00000031;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.129","",97
"""load_test_call_43"" <>","","echo","ari-context","Local/echo@ari-context-0000002b;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.116","",87
"""load_test_call_38"" <>","","echo","ari-context","Local/echo@ari-context-00000026;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.105","",77
"""load_test_call_52"" <>","","echo","ari-context","Local/echo@ari-context-00000035;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.135","",104
"""load_test_call_52"" <>","","echo","ari-context","Local/echo@ari-context-00000035;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.137","",105
"""load_test_call_50"" <>","","echo","ari-context","Local/echo@ari-context-00000032;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.128","",102
"""load_test_call_50"" <>","","echo","ari-context","Local/echo@ari-context-00000032;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.136","",103
"""load_test_call_54"" <>","","echo","ari-context","Local/echo@ari-context-00000037;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.141","",110
"""load_test_call_57"" <>","","echo","ari-context","Local/echo@ari-context-00000038;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.144","",112
"""load_test_call_54"" <>","","echo","ari-context","Local/echo@ari-context-00000037;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.142","",111
"""load_test_call_53"" <>","","echo","ari-context","Local/echo@ari-context-00000034;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.133","",100
"""load_test_call_57"" <>","","echo","ari-context","Local/echo@ari-context-00000038;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.145","",113
"""load_test_call_53"" <>","","echo","ari-context","Local/echo@ari-context-00000034;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.134","",101
"""load_test_call_48"" <>","","echo","ari-context","Local/echo@ari-context-00000030;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.125","",106
"""load_test_call_55"" <>","","echo","ari-context","Local/echo@ari-context-00000036;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.139","",108
"""load_test_call_55"" <>","","echo","ari-context","Local/echo@ari-context-00000036;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.140","",109
"""load_test_call_48"" <>","","echo","ari-context","Local/echo@ari-context-00000030;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.138","",107
"""load_test_call_62"" <>","","echo","ari-context","Local/echo@ari-context-0000003a;1","","Stasis","ari-app","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.149","",116
"""load_test_call_62"" <>","","echo","ari-context","Local/echo@ari-context-0000003a;2","","Answer","","2025-08-30 00:02:24","2025-08-30 00:02:24","2025-08-30 00:02:24","0","0","ANSWERED","DOCUMENTATION","","1756512144.150","",117
